vuln_id,source,compiler,compiler_version,root_cause,impact,compilation_stage,description,fix_status,references,reported_time
apache/tvm#998,GitHub Issue,TVM,v0.2-pre,shape inference error,denial of service,frontend/IR construction; graph optimization; lowering,"TVMMXBridge int64 type mismatch\nIt looks like there's a typing error when using to_mxnet_func with 64 bit data types. Although a little lengthy, the below code defines a tvm pipeline that converts floating point tensors to integer tensors with type of either 32 or 64 bit int. When called with with bits=32, the below code works smoothly. However, when bits is set to 64, I get an error saying my argument needs to be int64, even though it definitely is. I suspect for some reason the 64 bit type comparison in the bridge isn't quite working and got skipped in testing. import mxnet as mx from mxnet import nd, gluon, autograd import numpy as np import tvm import topi from topi.util import get_const_tuple from tvm.contrib.pickle_memoize import memoize from tvm.contrib.mxnet import to_mxnet_func from topi.util import get_const_int, simplify from topi import tag import time def binarize_pack(data, bits=32, axis=None, name=""PackedInput""): """"""Binarization and bit-packing along a certain axis. Parameters ---------- data : tvm.Tensor n-D input, can be any layout. axis : None or int The axis along which to do binarization and bit-packing, default is the last axis. name : str, optional The name prefix operators generate. Returns ------- output : tvm.Tensor n-D, the same layout as input, dtype is uint32. """""" if bits == 32: bintype = ""int32"" elif bits == 64: bintype = ""int64"" ishape = data.shape if axis is None: axis = len(ishape) - 1 assert get_const_int(ishape[axis]) % bits == 0 n = len(ishape) oshape = tuple(simplify(i...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""Assert fail: (((tvm_struct_get(arg1, 0, 5) == (uint8)0) && (tvm_struct_get(arg1, 0, 6) == (uint8)64)) && (tvm_struct_get(arg1, 0, 7) == (uint16)1)), arg1.dtype is expected to be int64\"" indicates a type confusion vulnerability. The code expects an int64 type but is receiving something else, potentially leading to unexpected behavior or a crash. This could be exploited if the type mismatc...",closed,https://github.com/apache/tvm/issues/998,2018-03-13T03:04:07Z
apache/tvm#1014,GitHub Issue,TVM,v0.2-pre,type system/type confusion issue,denial of service; memory corruption; remote code execution; information leakage,frontend/IR construction; graph optimization; lowering; backend,"[SCHEDULE] Generate Lower Bound Conditions\ngiven the following algorithm and schedule import tvm A = tvm.placeholder((64,), name='A', dtype=""float32"") Apad = tvm.compute((66,), lambda i: tvm.select(tvm.all(i>0, i < 65), A[i-1], tvm.const(0.)), name='Apad') Apad2 = tvm.compute((66,), lambda i: Apad[i]*2, name='Apad2') s = tvm.create_schedule(Apad2.op) AL1 = s.cache_read(A,""local"",[Apad]) print(tvm.lower(s, [A, Apad2], simple_mode=True)) I get the following lowered code. The stage that produces A.local seems incorrect since it accesses element A[-1] in the first iteration. Is there a solution or a workaround? // attr [A.local] storage_scope = ""local"" allocate A.local[float32 * 66] // attr [Apad] storage_scope = ""global"" allocate Apad[float32 * 66] produce A.local { for (ax0, 0, 66) { if (likely((ax0 < 65))) { A.local[ax0] = A[(ax0 + -1)] } } } produce Apad { for (i, 0, 66) { Apad[i] = tvm_if_then_else(((0 < i) && (i < 65)), A.local[i], 0.000000f) } } produce Apad2 { for (i, 0, 66) { Apad2[i] = (Apad[i]*2.000000f) } }\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports an out-of-bounds memory access (A[-1]) in the lowered code. This is a memory safety issue that could potentially lead to a crash, information leakage, or even arbitrary code execution if exploited. While the context is a compiler optimization, the generated code has a clear vulnerability.""\n}\n```",closed,https://github.com/apache/tvm/issues/1014,2018-03-16T22:18:35Z
apache/tvm#1039,GitHub Issue,TVM,v0.2-pre,type system/type confusion issue,memory corruption; remote code execution,lowering,"TVM4J Unit Test failing\nI'm currently getting the following output when building tvm4j with make jvmpkg JVM_TEST_ARGS=""-DskipTests=false"" [INFO] Scanning for projects... [INFO] ------------------------------------------------------------------------ [INFO] Reactor Build Order: [INFO] [INFO] TVM4J Package - Parent [INFO] TVM4J Package - Core [INFO] TVM4J Package - Native Parent [INFO] TVM4J Package - Native Linux-x86_64 CPU-only [INFO] TVM4J Package - Full Parent [INFO] TVM4J Package - Full Linux-x86_64 CPU-only [INFO] [INFO] ------------------------------------------------------------------------ [INFO] Building TVM4J Package - Parent 0.0.1-SNAPSHOT [INFO] ------------------------------------------------------------------------ [INFO] [INFO] --- maven-clean-plugin:2.5:clean (default-clean) @ tvm4j-parent --- [INFO] Deleting /fast_scratch/projects/tvm/jvm/target [INFO] [INFO] --- maven-source-plugin:2.2.1:jar-no-fork (attach-sources) @ tvm4j-parent --- [INFO] [INFO] --- maven-jar-plugin:3.0.2:jar (empty-javadoc-jar) @ tvm4j-parent --- [WARNING] JAR will be empty - no content was marked for inclusion! [INFO] Building jar: /fast_scratch/projects/tvm/jvm/target/tvm4j-parent-0.0.1-SNAPSHOT-javadoc.jar [INFO] [INFO] --- maven-javadoc-plugin:2.9.1:jar (attach-javadocs) @ tvm4j-parent --- [INFO] Not executing Javadoc as the project is not a Java classpath-capable package [INFO] [INFO] ------------------------------------------------------------------------ [INFO] Building TVM4J Package - Core 0.0.1-SNAPS...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""terminate called after throwing an instance of 'dmlc::Error' ... Do NOT know how to handle return type code 32646\"" and the core dump suggest a potential issue with how TVM handles return types, which could lead to memory corruption or unexpected behavior. While not a direct exploit, this indicates a potential vulnerability in the handling of data and function calls, especially when interacting...",closed,https://github.com/apache/tvm/issues/1039,2018-03-23T21:52:56Z
apache/tvm#1117,GitHub Issue,TVM,v0.3-pre,shape inference error,denial of service; memory corruption; remote code execution,frontend/IR construction; graph optimization; lowering; backend,"LLVM codegen compiles with failing assertions\nHi I'm on Ubuntu 16.04, LLVM 6.0, gcc 5.4, Python 3.6 Anaconda Reproducing example: import mxnet as mx import tvm # 0.2.0 import nnvm # 0.8.0 from mxnet.gluon.model_zoo import vision resnet18 = vision.get_resnet(version=2, num_layers=18, pretrained=True, ctx=mx.cpu()) resnet18.hybridize() # with or without hybridize fails! sym, params = nnvm.frontend.from_mxnet(resnet18) sym = nnvm.sym.softmax(sym) target = 'llvm -target=arm64-linux-android' shape_dict = {'data': (1, 3, 224, 224)} with nnvm.compiler.build_config(opt_level=0): graph, lib, param = nnvm.compiler.build(sym, target, shape=shape_dict, params=params, target_host=None, dtype='float32') print(lib.get_source()) outputs ........ @__TVMAPISetLastError = linkonce dllexport local_unnamed_addr global void (i8*)* null, align 8\n@__TVMBackendParallelLaunch = linkonce dllexport local_unnamed_addr global i32 (i32 (i32, %0*, i8*)*, i8*, i32)* null, align 8\n@.str = private constant [72 x i8] c""Assert fail: (num_args == 2), fuse___add_scalar__: num_args should be 2\\00"", align 1\n@.str.1 = private constant [87 x i8] c""Assert fail: (1 == int32(arg0.strides[0])), arg0.strides: expected to be compact array\\00"", align 1\n@.str.2 = private constant [87 x i8] c""Assert fail: (1 == int32(arg1.strides[0])), arg1.strides: expected to be compact array\\00"", align 1\n@.str.3 = private constant [124 x i8] c""Assert fail: (((arg0.code == 3) || (arg0.code == 7)) || (arg0.code == 4)), fuse___add_scalar__: Expect arg[0] to be pointer\\00"", ali...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports failing assertions during LLVM code generation, specifically related to argument validation and data type expectations. While not a direct exploit, failing assertions can indicate underlying memory safety issues or incorrect handling of input data, potentially leading to vulnerabilities like buffer overflows, type confusion, or denial of service. The numerous assertion failur...",closed,https://github.com/apache/tvm/issues/1117,2018-04-17T01:18:46Z
apache/tvm#1142,GitHub Issue,TVM,v0.3-pre,concurrency issue,denial of service; remote code execution; reliability degradation,lowering,"ThreadPool Thread-Safety\nCross ref this issue Currently the thread pool assumes single producer and always launching(for barrier to work). The thread-pool itself is global, this will becomes a problem if we call the cpu function from different threads. To keep things simple and safe, we need to change the thread-pool to be threadlocal, so more threads will get allocated if invoked from multiple threads cc @yidawang @nhynes\n```json\n{""security_related"": true, ""reason"": ""The issue describes a potential race condition in a global thread pool when called from multiple threads. This could lead to undefined behavior, crashes, or potentially exploitable vulnerabilities if the thread pool manages sensitive resources or influences security-critical operations. While not a direct exploit, the lack of thread safety introduces a security weakness that could be leveraged.""}\n```",closed,https://github.com/apache/tvm/issues/1142,2018-05-04T15:44:22Z
apache/tvm#1153,GitHub Issue,TVM,v0.3-pre,codegen/lowering bug,denial of service; remote code execution,lowering; backend; runtime/execution,"CPU fails but GPU works on Android\nHi I'm on Ubuntu 16.04, LLVM 6.0, MXNet 1.2 (built from source) and I've built TVM after #1132 merged and NNVM after #448 merged. I've a small model in MXNet Symbol and the very strange thing is that compiling with OpenCL is running the model on Android works but for CPU crashes on Android with /tvm/include/../src/runtime/dso_module.cc:93: Check failed: lib_handle_ != nullptr Failed to load dynamic shared library /data/user/0/com.huawei.aiiot.fqsdk.cpu64/cache/fqsdk_1469882095/cpu64_lib.so dlopen failed: cannot locate symbol ""expf"" referenced by ""/data/data/com.huawei.aiiot.fqsdk.cpu64/cache/fqsdk_1469882095/cpu64_lib.so""... Any idea about this error?\n```json\n{""security_related"": true, ""reason"": ""The error message \""dlopen failed: cannot locate symbol \""expf\"" referenced by...\"" suggests a potential dynamic library loading issue or symbol resolution failure. This could be exploited to load a malicious library with the same name, leading to code execution. While not a direct vulnerability report, the underlying issue of dynamic library handling and symbol resolution is a common attack vector (e.g., DLL hijacking, symbol table manipulation). Th",closed,https://github.com/apache/tvm/issues/1153,2018-05-11T00:20:40Z
apache/tvm#1170,GitHub Issue,TVM,v0.3-pre,shape inference error,reliability degradation,frontend/IR construction; graph optimization; lowering; backend; runtime/execution,"TVM v0.4 Roadmap\nThis roadmap for TVM v0.4. TVM is a community-driven project and we love your feedbacks and proposals on where we should be heading. Feel free to volunteer yourself if you are interested in trying out some items. As usual, the checklist will go into the release note. Features BUILD Unify the build system to use cmake Customizable cmake path for vulkan, rocm, cuda TVM operator primitives introduce attrs field to operator primitives to store additional meta data TOPI Vision operators Suport SSD on CPU Tutorials for vision operators GPU based sorting TOPI Operators numpy consistency, all binary operators now broadcast Rename for numpy consistecy: broadcast_add-> add, broadcast_sub -> substract, broadcast_mul -> multiply, broadcast_div->divide slice Fully support for low-bit support general bit-serial convolution and GEMM optimized low bit kernels parallel optimization tutorials of low-bit ops Hybrid python programming model python AST based ir builder interface support GPU programs support non-trivial imperative operators Lowbit operators Optimized popcount generation on ARM Quantized network support 8bit quantizer gemmlowp Frontend merge nnvm into tvm repo Tensorflow graphdef frontend Improve keras frontend to support reuse layers RPC and Device API Support communication between big/small endian machines. RPC and device API protocol upgrade (this is a non-backward compatible change) to support big-small endian communication. This is a non-backward compatible change, need to...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue explicitly mentions \""Security\"" and \""tutorials on how to use SGX backend\"". SGX is a security technology, and tutorials on its use within TVM suggest potential security implications and considerations. Additionally, the RPC and Device API protocol upgrade mentioning big/small endian communication could potentially introduce vulnerabilities if not handled correctly.""\n}\n```",closed,https://github.com/apache/tvm/issues/1170,2018-05-21T04:08:26Z
apache/tvm#1189,GitHub Issue,TVM,v0.3-pre,unknown,information leakage,lowering,"Security concern for private key in tvm repo\nThere is a private key stored in tvm repo：https://github.com/dmlc/tvm/blob/fdba6cc9bd3bec9ccd0592fa3900b7fe25d6cb97/apps/sgx/enclave_private.pem Do we have any potential security concern？Can we remove it？\n```json\n{""security_related"": true, ""reason"": ""The issue reports a private key being stored in the TVM repository. Storing private keys in public repositories is a critical security risk, potentially allowing unauthorized access and impersonation. This constitutes a secrets leakage vulnerability.""}\n```",closed,https://github.com/apache/tvm/issues/1189,2018-05-29T17:58:36Z
apache/tvm#1226,GitHub Issue,TVM,v0.3-pre,memory safety issue,denial of service; memory corruption; remote code execution,lowering,"[TVM][RUST] Heap corruption when using FFI for `BackendParallelLaunch`\nWhen using a FFI for TVMBackendParallelLaunch, even heap allocating a single byte corrupts the resulting computation. One possible cause is that there's some unintentional malloc/free happening when constructing the flambda closure. Another (probably more likely) possibility is that I've incorrectly set a struct field wrong somewhere. Parallel for basic TVM ops works, after all. For reference, Rust uses jemalloc. Steps to reproduce curl https://sh.rustup.rs -sSf | sh rustup default nightly-2018-04-11 git clone https://github.com/nhynes/tvm-rs cd tvm-rs/tests/test_nnvm export TVM_NUM_THREADS=0 cargo run # works cargo run --features par-launch-alloc # does not work\n```json\n{""security_related"": true, ""reason"": ""The issue reports heap corruption, which is a memory safety issue. Heap corruption can lead to arbitrary code execution or denial of service, making it a security vulnerability. The use of FFI and potential `malloc/free` issues further suggest a potential for exploitable memory errors.""}\n```",closed,https://github.com/apache/tvm/issues/1226,2018-06-04T20:03:23Z
apache/tvm#1276,GitHub Issue,TVM,v0.3-pre,codegen/lowering bug,remote code execution,frontend/IR construction; graph optimization; lowering; backend,"Support Inline Assembly Microkernel\nThis issue arises through discussion with several people @eqy @adityaatluri @ajtulloch @cowanmeg So far we can use IR to embed a sequence of LLVM intrinsics to generate microkernel. But this may not be ideal, in certain cases, we need to make use of hand-crafted micro-kernels, or utilize assembly generator such as Peachey to generate and embed them into the code. This issue is used to discuss possible API proposals and ways to do so. Notably, llvm already support inline assembly, so the only gap is to add support in the IR intrinsic side. There are two possible ways to make this happen Link to a module with assembly intrinsic This is the easiest approach, @eqy already have some hacked up version that does this. The idea is that load the asm module as a separate LLVM module (wrapped in llvm ir), set the property so that this module must be force inlined, and load this module in code generation phase and link. To implement this, we can specify the desired linked external module (possibly via arguments, or a thread-local scope context setting function that set the linked modules) import tvm ll_asm= """""" asm code wrapped in llvm format, expose a function my_function """""" # In the IR construction, add a call_extern that calls my_function. with tvm.build_config(extern_llvm_modules=[ll_asm]): # build code here. Ideally, we want to support inline asm string, as well as a path to the asm file. One key characteristic of this approach is that all the asm are wrapped as functions. The L...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue discusses embedding inline assembly and external LLVM modules into the code generation process. This introduces a potential vulnerability if the assembly code is untrusted or maliciously crafted, as it could lead to arbitrary code execution (RCE). The ability to import assembly code directly, even wrapped as functions, bypasses standard compilation and security checks, creating a significant s...",closed,https://github.com/apache/tvm/issues/1276,2018-06-13T17:52:22Z
apache/tvm#1315,GitHub Issue,TVM,v0.3-pre,type system/type confusion issue,denial of service,graph optimization; lowering; runtime/execution,"[RFC][DEBUG]Support a debug framework for TVM Runtime\nOBJECTIVE Support a debugging tool for TVM's computation graphs which helps to access internal graph structures, ops, input and output values at TVM runtime. In TVM's current computation-graph framework, computation after graph construction happens as part of Python function(graphruntime.run). Basic Python debugging tools such as pdb cannot be used to debug graphruntime.run because TVM's graph execution happens in the underlying C++ layer. C++ debugging tools such as gdb are not ideal either, because of their inability to recognise and organise the stack frames and variables in a way relevant to TVM's operations, tensors and other graph constructs. Runtime debug will fulfil the below objectives. Easy access enabling debug by setting a variable while creating graphruntime. Inspection of runtime ops output values and node connections TODOs Show fused graph summary Perform debug run and show node details including inputs & outputs tensors Provide flexibility to run without debug Call graph run-time n times from UI Support check for NAN during computation and break Support check for INF during computation and break Support for step debug(debug step by step over the graph nodes) Inject a specific graph node value as numpy array through CLI and re-run the dependent nodes explicitly Inject a graph node value from dump file through CLI Support dumping of node outputs to a file Support comparison of node output with a dump output Support profiler for performance debugging Test fram...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue introduces APIs for injecting values into graph nodes during runtime (tvm.contrib.graph_runtime.inject_value) and dumping/comparing node outputs. While intended for debugging, these features could potentially be exploited to manipulate computation graphs, leading to unexpected behavior, potentially including denial of service or, in specific scenarios, even code execution if...",closed,https://github.com/apache/tvm/issues/1315,2018-06-22T03:51:12Z
apache/tvm#1363,GitHub Issue,TVM,v0.3-pre,unknown,denial of service; remote code execution,lowering; backend; runtime/execution,"[DISCUSS][RFC] Static Destruction Order Problem\nA crash occurs when exiting the process when at least one vulkan device has been constructed. This appears to be due to the way static destruction order interacts with library unloading order on Windows (a similar issue appeared previously with NNVM). The core of the previous issue, and seemingly the same issue here, is that when using static destructors in libraries, it is easy to run into a situation where one library is calling into another after the other has been unloaded. I suspect in this case, the vulkan library is unloaded before TVM's static destructors are invoked, leading to a crash when trying to destroy vulkan devices. The crash occurs here, on the call to vkDestroyDevice: https://github.com/dmlc/tvm/blob/master/src/runtime/vulkan/vulkan_device_api.cc#L16 We can check that this is due to the destruction/library unload order by forcing this destructor to be called before any libraries are unloaded, by calling it at the end of main(). This requires a small modification to the destructor so that it won't fail when called twice: VulkanWorkspace::~VulkanWorkspace() { for (VulkanContext& ctx : context_) { vkDestroyDevice(ctx.device, nullptr); } if (instance_ != nullptr) { vkDestroyInstance(instance_, nullptr); instance_ = nullptr; } } and then making the following call at the end of main() TVMContext vulkan_ctx{ (DLDeviceType)kDLVulkan, 0 }; tvm::runtime::DeviceAPI::Get(vulkan_ctx)->~DeviceAPI(); stops the issue from occurring entirely. However, this is quite a hac...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes a crash due to improper destruction order leading to a call to `vkDestroyDevice` after the Vulkan library has been unloaded. This can potentially lead to undefined behavior and could be exploited to cause a denial of service or potentially more severe consequences if the underlying Vulkan driver has vulnerabilities. While the immediate impact is a crash, the root cause (r...",closed,https://github.com/apache/tvm/issues/1363,2018-06-30T15:46:21Z
apache/tvm#1394,GitHub Issue,TVM,v0.4-pre,unknown,remote code execution; information leakage; reliability degradation,lowering,"History Rewriting to remove SGX Private Key\nInstruction to sync to master after rewrite If you do not have local changes, you can simply do git reset --hard [HASHTAG-OF-NEW-HEAD] Please use the following commands # Add upstream if you have not yet done so git remote add upstream https://github.com/dmlc/tvm git remote add prefilter https://github.com/tqchen/tvm git fetch upstream git fetch prefilter # checkout a local branch for safety reason, # you can always reset your master to the old head git checkout -b backup git checkout master # Bring your changes on top of the most recent prefilter branch git rebase prefilter/prefilter # sync your local changes to master git rebase --onto upstream/master e316f03d2d2e0c06019b6d026b9696b7d3f67b8d # force push to your upstream master git push --force Here e316f03d2d2e0c06019b6d026b9696b7d3f67b8d is the hashtag of the head before fiilter. The last command will take the commits between ``e316f03``` and your head and apply it to the upstream/master's HEAD Context The history has been rewritten An old history branch is kept at branch prefilter, and we will delete it after 0.4 This is to followup issue on #1189 So far in the SGX demo, we introduced private keys into the commit history. Although the private key is only used for demo purposes and poses no security concern, it triggers false alarm of security scanning tools. Currently, the private keys are shallowed removed. But it can still trigger the alarm due to the fact that the file is still in git history. I have created https:...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue explicitly states that private keys were committed to the repository and are being removed due to triggering security scanning tool alarms. While the keys are for demo purposes, the need to remove them from the git history to avoid false positives indicates a potential security concern related to secrets leakage and the risk of historical key exposure.""\n}\n```",closed,https://github.com/apache/tvm/issues/1394,2018-07-06T18:13:06Z
apache/tvm#1537,GitHub Issue,TVM,v0.4-pre,type system/type confusion issue,denial of service; remote code execution; reliability degradation,lowering; runtime/execution,"when running a tvm case, a run time error happens.\nIR.cpp:32:11:run time error : left shift of negative value -1 IR.cpp source code: Expr IntImm::make(Type t, int64_t value) { internal_assert(t.is_int() && t.is_scalar()) << ""IntImm must be a scalar Int\n""; internal_assert(t.bits() == 8 || t.bits() == 16 || t.bits() == 32 || t.bits() == 64) << ""IntImm must be 8, 16, 32, or 64-bit\n""; // Normalize the value by dropping the high bits value <<= (64 - t.bits()); // Then sign-extending to get them back value >>= (64 - t.bits()); std::shared_ptr<IntImm> node = std::make_shared<IntImm>(); node->type = t; node->value = value; return Expr(node); } In value <<= (64 - t.bits()),when value is negative will produce the rutime error.we can change the code like this value = (uint64_t)value << (64 - t.bits()), it does not change the value.\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes a runtime error caused by a left shift operation on a negative value, potentially leading to unexpected behavior or crashes. While seemingly a bug, this could be exploitable if the negative value is derived from user input or external data, potentially leading to a denial-of-service or, in more complex scenarios, potentially influencing control flow. The suggested fix involves casting to an unsigned type, which suggests the o",closed,https://github.com/apache/tvm/issues/1537,2018-08-03T01:33:53Z
apache/tvm#1559,GitHub Issue,TVM,v0.4-pre,shape inference error,memory corruption; remote code execution,frontend/IR construction; graph optimization; lowering; runtime/execution,"[RFC][GOLANG] TVM Golang Runtime Interface Discussion\nHere briefing the golang interface design aspects. Few golang concepts Usage of packages C and unsafe golang packages to go across golang boundary while accessing functions, types and pointer ..etc. Slices: Usage if golang slice where ever is possible to simplify application programming. Example being use slice of string instead of argument pair containing argc, argv Please refer to golang tutorials for details of cgo, unsafe, slices ..etc. Objective Initial version is expected to cover basic inference API listed below. Similar to many programming languages a package which can be imported and used is the best option here too. Hence the objective of this effort is a golang package gotvm which is wrapped over TVM c_runtime_api. API This initial version expected to cover the below API func FuncListGlobalNames() (retVal []string, err error) func GetGlobalFunction(funcname string) (retVal func(args ...interface{}) (*Value, error), err error) func RegisterFunction(args ...interface{}) (err error) type Array func Empty(shape []int64, args ...interface{}) (parray *Array, err error) func (parray Array) AsSlice() (retVal interface{}, err error) func (parray Array) CopyFrom(val interface{}) (err error) func (parray Array) GetCtx() (retVal Context) func (parray Array) GetDType() (retVal string) func (parray Array) GetNdim() (retVal int32) func (parray Array) GetShape() (retVal []int64) type ByteArray func NewByteArray(val []uint8) (retVal *ByteArray) func (tbytearray ByteArray) GetDat...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue discusses the use of `unsafe` and `cgo` packages in Golang to interact with the TVM C runtime API. Incorrect or insecure use of these packages can lead to memory safety issues (e.g., buffer overflows, use-after-free) and potentially remote code execution if the C runtime has vulnerabilities. The interaction between Go and C code introduces a potential attack surface. While th...",closed,https://github.com/apache/tvm/issues/1559,2018-08-05T04:39:20Z
apache/tvm#1579,GitHub Issue,TVM,v0.4-pre,memory safety issue,denial of service,frontend/IR construction; lowering,"TVM CI issue\nMany times before facing unreleated CI issue , below is one of example scenario `OK Running MXNet frontend test... test_forward.test_forward_mlp ... ok test_forward.test_forward_vgg ... ok test_forward.test_forward_resnet ... ok test_forward.test_forward_elu ... ok test_forward.test_forward_rrelu ... ok test_forward.test_forward_prelu ... ok test_forward.test_forward_softrelu ... ok test_forward.test_forward_fc_flatten ... Segmentation fault: 11 Stack trace returned 10 entries: [bt] (0) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x1cd69a) [0x7f5cbef7669a] [bt] (1) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x29e9d06) [0x7f5cc1792d06] [bt] (2) /lib/x86_64-linux-gnu/libc.so.6(+0x354b0) [0x7f5cd21944b0] [bt] (3) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x2a86cac) [0x7f5cc182fcac] [bt] (4) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x2a51269) [0x7f5cc17fa269] [bt] (5) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x474a8e) [0x7f5cbf21da8e] [bt] (6) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x476518) [0x7f5cbf21f518] [bt] (7) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x479539) [0x7f5cbf222539] [bt] (8) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x479b40) [0x7f5cbf222b40] [bt] (9) /usr/local/lib/python3.6/dist-packages/mxnet/libmxnet.so(+0x24ad2a2) [0x7f5cc12562a2] OpenBLAS : Program will terminate because you tried to start too many threads. script returned e...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The stack trace includes a segmentation fault within `libmxnet.so`. Segmentation faults can indicate memory safety issues, which are a security vulnerability. While the issue is reported in a CI context, the underlying cause (segfault) is a potential security weakness. The OpenBLAS message about too many threads could also be related to a denial-of-service vulnerability if exploitable.""\n}\n```",closed,https://github.com/apache/tvm/issues/1579,2018-08-09T20:35:35Z
apache/tvm#1590,GitHub Issue,TVM,v0.4-pre,type system/type confusion issue,denial of service; remote code execution,lowering; runtime/execution,"IR.cpp:32: runtime error:left shift of negative value -1\nIn HalideIR source code: Expr IntImm::make(Type t, int64_t value) { internal_assert(t.is_int() && t.is_scalar()) << ""IntImm must be a scalar Int\n""; internal_assert(t.bits() == 8 || t.bits() == 16 || t.bits() == 32 || t.bits() == 64) << ""IntImm must be 8, 16, 32, or 64-bit\n""; // Normalize the value by dropping the high bits value <<= (64 - t.bits()); // Then sign-extending to get them back value >>= (64 - t.bits()); std::shared_ptr<IntImm> node = std::make_shared<IntImm>(); node->type = t; node->value = value; return Expr(node); } if value is -1 , value <<= (64 - t.bits()) will cause a runtime error. @merrymercy ,can I modify the code like this: value =(uint64_t) value << (64 - t.bits());\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes a runtime error caused by a left shift operation on a negative value. While seemingly a simple crash, this could potentially lead to unexpected behavior or denial of service if the error occurs during the processing of untrusted input, potentially allowing an attacker to craft input that triggers the error and disrupts service. The proposed fix suggests a type cast to `uint64_t` which indicates the original code doesn't handl",closed,https://github.com/apache/tvm/issues/1590,2018-08-13T02:09:27Z
apache/tvm#1596,GitHub Issue,TVM,v0.4-pre,codegen/lowering bug,unknown,graph optimization; lowering; backend; runtime/execution,"TVM v0.5 Roadmap\nThis roadmap for TVM v0.5. TVM is a community-driven project and we love your feedback and proposals on where we should be heading. Please open up discussion in the discussion forum as well as bring RFCs. Feel free to volunteer yourself if you are interested in trying out some items(they do not have to be on the list). Please also check out the help wanted list in the github issues on things that need help Features Fully featured 8-bit network support 8bit quantizer arbibtary bits quantization algorithm ARM support Intel cpu support NVidia GPU 8-bit kernel int8 gemm recipe int8 conv2d autotvm integration Automated tuning and scheduling AutoTVM optimizations for mobile GPUs AutoTVM optimizations for CUDA AutoTVM for x86 graph level automated optimization Ultra low-bit support tutorials of low-bit ops customized accelerator support VTA enhancements support generic high level models Enhanced operator/model coverage Ultra-96, ZCU102 support Amazon F1 preliminary support Low-bit support, bit serial support Chisel version High level IR improvements A more coupled design with tvm runtime system support control flows Type system support Runtime Hetrogenuous runtime Micro-asm kernel exploration Core micro-asm primitives for certain ops Hybrid python programming model transition of vision operators to hybrid mode. RPC and Device API Support a c++ version of cross platform RPC Security tutorials on how to use SGX backend Tutorials and docs How to write a pass in python General loweri...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue explicitly lists \""Security\"" as a feature area and mentions \""tutorials on how to use SGX backend\"". SGX is a security technology, and tutorials on its use within TVM indicate security considerations are being addressed, making this security-related.""\n}\n```",closed,https://github.com/apache/tvm/issues/1596,2018-08-13T18:56:05Z
apache/tvm#1601,GitHub Issue,TVM,v0.4-pre,unknown,unknown,frontend/IR construction; lowering; backend; runtime/execution,"[RFC] Rust Support\nThere are two parts of the things that can be done in rust: Rust ""frontend"" as in java/js, that wraps the current C API and expose a rust programming model This allows most users to use tvm and its runtime(gpu/vulkan support etc) Need to link runtime(by c++, or ""backend"" in next part) Rust ""backend"" which serves as an alternative to current C++ runtime. It gives a standalone WASM module that even cpp does not yet offer(due to stdc++) Security stuffs e.g. SGX Both have values and I think we should have a good discussion on how can we organize them. #1597 is mainly about ""backend"" @ehsanmok has implemented a version of ""frontend"" cc @jroesch @nhynes @ehsanmok\n```json\n{""security_related"": true, ""reason"": ""The issue mentions \""Security stuffs e.g. SGX\"" which directly relates to secure enclaves and potential security implications. While the overall issue is an RFC for Rust support, the explicit mention of SGX indicates a security focus and potential for vulnerabilities if not implemented correctly.""}\n```",closed,https://github.com/apache/tvm/issues/1601,2018-08-14T19:43:52Z
